task,transform,parcel,lb,ub,variable,estimate,p
Stern,scaled,LH_SomMot_6,-0.0383354192697523,0.137316930570852,multivariate,0.0422123826743212,0.8194
Stern,scaled,LH_SomMot_6,0.00574619282099467,0.0965876230560378,contrast,0.0449695955696888,0.0449999999999999
Stern,scaled,LH_SomMot_7,0.036871029659559,0.242147324099426,univariate,0.112110324721519,0.9945
Stern,scaled,LH_SomMot_7,0.0188279530591209,0.279125368429138,multivariate,0.124236475368399,0.9774
Stern,scaled,LH_SomMot_7,-0.0359402832431516,0.0602451237574741,contrast,0.0121261506468802,0.6176
Stern,scaled,LH_SomMot_8,-0.0115079584332688,0.111104954773442,univariate,0.033861810694534,0.8775
Stern,scaled,LH_SomMot_8,-0.00464521547293516,0.121383911408469,multivariate,0.0452509042125386,0.9325
Stern,scaled,LH_SomMot_8,-0.0200319117124577,0.0472044530704272,contrast,0.0113890935180046,0.5072
Stern,scaled,LH_SomMot_9,-0.00223164107534428,0.109074945307108,univariate,0.0417641340230295,0.9397
Stern,scaled,LH_SomMot_9,0.00889487276851468,0.132625431046045,multivariate,0.0610144773305099,0.9812
Stern,scaled,LH_SomMot_9,-0.0127241700290161,0.056658943726598,contrast,0.0192503433074804,0.275
Stern,scaled,LH_SomMot_10,-0.0352462716169697,0.160875083881349,univariate,0.0410646447420335,0.797
Stern,scaled,LH_SomMot_10,-0.0408865928404322,0.170074478324566,multivariate,0.0476509186172304,0.8121
Stern,scaled,LH_SomMot_10,-0.0312894174148189,0.0545135001184026,contrast,0.00658627387519684,0.7818
Stern,scaled,LH_SomMot_11,-0.0370677049711255,0.100292815172279,univariate,0.0056079158118118,0.5387
Stern,scaled,LH_SomMot_11,-0.0744758536401977,0.0823391038014629,multivariate,-0.01076674533384,0.381
Stern,scaled,LH_SomMot_11,-0.0596791572931219,0.0243729899397017,contrast,-0.0163746611456518,0.442
Stern,scaled,LH_SomMot_12,-0.0609182113797708,0.151912040251358,univariate,0.0127865320012494,0.5829
Stern,scaled,LH_SomMot_12,-0.0633247572199203,0.176045823430522,multivariate,0.0249504946566428,0.641
Stern,scaled,LH_SomMot_12,-0.0281572295705484,0.0906539035757803,contrast,0.0121639626553934,0.7046
Stern,scaled,LH_SomMot_13,-0.0602210772774427,0.0720294910702679,univariate,-0.00605084488114166,0.4174
Stern,scaled,LH_SomMot_13,-0.0793416696771757,0.0570878194886639,multivariate,-0.0173104954718893,0.3011
Stern,scaled,LH_SomMot_13,-0.0425718331310699,0.0164055255630397,contrast,-0.0112596505907477,0.466
Stern,scaled,LH_SomMot_14,-0.177372555482857,0.0674430897159239,univariate,-0.0393749609483165,0.2637
Stern,scaled,LH_SomMot_14,-0.156642477766018,0.0780644724975838,multivariate,-0.0306177915777937,0.3051
Stern,scaled,LH_SomMot_14,-0.0185512875192535,0.0390359051802125,contrast,0.00875716937052284,0.584
Stern,scaled,LH_SomMot_15,-0.0649938902336352,0.200643428108236,univariate,0.0194540420719181,0.5909
Stern,scaled,LH_SomMot_15,-0.0702479662102377,0.219212330877576,multivariate,0.0262337100173323,0.6277
Stern,scaled,LH_SomMot_15,-0.0250831700588307,0.0355955965600948,contrast,0.00677966794541421,0.6684
Stern,scaled,LH_SomMot_16,-0.0703607580412459,0.0981482511838291,univariate,0.00678685856239975,0.5564
Stern,scaled,LH_SomMot_16,-0.0940815084959828,0.0785567477105671,multivariate,-0.0107428348711568,0.3973
Stern,scaled,LH_SomMot_16,-0.0532774867388766,0.0149401152353977,contrast,-0.0175296934335565,0.3188
Stern,scaled,LH_SomMot_17,-0.0639210260704899,0.102067130854372,univariate,0.010201517265489,0.5827
Stern,scaled,LH_SomMot_17,-0.0935360028566873,0.100454838076171,multivariate,-0.00092994943687319,0.4838
Stern,scaled,LH_SomMot_17,-0.0457572834257208,0.0190379813236491,contrast,-0.0111314667023622,0.503
Stern,scaled,LH_SomMot_18,-0.0989482565712797,0.0171955404823431,univariate,-0.0243301985785888,0.1981
Stern,scaled,LH_SomMot_18,-0.161362228287806,0.0443030424790178,multivariate,-0.0215623644466574,0.3537
Stern,scaled,LH_SomMot_18,-0.0610385180034052,0.0446451410397175,contrast,0.00276783413193146,0.8826
Stern,scaled,LH_SomMot_19,-0.0347655467327093,0.144760727947717,univariate,0.0239117657659578,0.698
Stern,scaled,LH_SomMot_19,-0.0575172175752288,0.149595490143026,multivariate,0.0235965453838739,0.67
Stern,scaled,LH_SomMot_19,-0.0451607785843696,0.0437051778151795,contrast,-0.00031522038208387,0.9816
Stern,scaled,LH_SomMot_20,-0.106534992476704,-0.00267539305173452,univariate,-0.0471102466920869,0.0318
Stern,scaled,LH_SomMot_20,-0.141990129499049,-0.0147198058691344,multivariate,-0.067712626763676,0.0126
Stern,scaled,LH_SomMot_20,-0.0497141426437274,0.00709612871540068,contrast,-0.020602380071589,0.1662
Stern,scaled,LH_SomMot_21,-0.252558479009776,-0.00236476574765755,univariate,-0.105427270436279,0.0424
Stern,scaled,LH_SomMot_21,-0.33674960776363,-0.029055855668955,multivariate,-0.150675860628739,0.0202
Stern,scaled,LH_SomMot_21,-0.103563975008202,-0.0152513413265379,contrast,-0.0452485901924604,0.0092
Stern,scaled,LH_SomMot_22,-0.0592734020431512,0.0667894731888387,univariate,-0.0130739637622765,0.3276
Stern,scaled,LH_SomMot_22,-0.0642965357928054,0.0618539702240343,multivariate,-0.0145222280730922,0.3177
Stern,scaled,LH_SomMot_22,-0.0321006734472103,0.0357191148818971,contrast,-0.00144826431081574,0.9234
Stern,scaled,LH_SomMot_23,-0.123559607178677,0.0515983341317611,univariate,-0.0255608863308506,0.286
Stern,scaled,LH_SomMot_23,-0.132919268428015,0.0756896165660108,multivariate,-0.0170522773059406,0.379
Stern,scaled,LH_SomMot_23,-0.0347256111125553,0.0550819460795462,contrast,0.00850860902491002,0.7224
Stern,scaled,LH_SomMot_24,-0.257901622389971,0.00662366774826694,univariate,-0.0803276875131965,0.0856
Stern,scaled,LH_SomMot_24,-0.24176556185315,0.0378179466680033,multivariate,-0.0614737558809707,0.1861
Stern,scaled,LH_SomMot_24,-0.0186091104851989,0.0759569488720163,contrast,0.0188539316322258,0.4372
Stern,scaled,LH_SomMot_25,-0.224040825954838,0.0125638768257351,univariate,-0.0642350451785746,0.114
Stern,scaled,LH_SomMot_25,-0.171396365337653,0.0456928317095288,multivariate,-0.0378083335276584,0.245
Stern,scaled,LH_SomMot_25,-0.000384407207818216,0.0617277435711112,contrast,0.0264267116509161,0.0842000000000001
Stern,scaled,LH_SomMot_26,-0.0843732610839323,0.0345063370545108,univariate,-0.0189691279977144,0.2743
Stern,scaled,LH_SomMot_26,-0.122590832668798,0.00776940146854637,multivariate,-0.0463190345928086,0.076
Stern,scaled,LH_SomMot_26,-0.0601873870892254,-0.00202608731437764,contrast,-0.0273499065950942,0.0556
Stern,scaled,LH_SomMot_27,-0.0936537779848495,0.0368452308441998,univariate,-0.02182400291988,0.2689
Stern,scaled,LH_SomMot_27,-0.101262898140182,0.0529810037640866,multivariate,-0.0184735689816821,0.325
Stern,scaled,LH_SomMot_27,-0.0292064225673346,0.0348157115731412,contrast,0.00335043393819789,0.8462
Stern,scaled,LH_SomMot_28,-0.10719436423166,0.0377487025348591,univariate,-0.0275823606196909,0.2322
Stern,scaled,LH_SomMot_28,-0.106496523158937,0.0621813012024201,multivariate,-0.0166163547126456,0.3658
Stern,scaled,LH_SomMot_28,-0.0296121445375049,0.0525381904402773,contrast,0.0109660059070454,0.61
Stern,scaled,LH_SomMot_29,-0.139800946307332,0.0427360141887182,univariate,-0.0304656284925445,0.2614
Stern,scaled,LH_SomMot_29,-0.126797252006861,0.0770198474558511,multivariate,-0.011675683133644,0.4217
Stern,scaled,LH_SomMot_29,-0.00983322236594842,0.0592882259627614,contrast,0.0187899453589005,0.2626
Stern,scaled,LH_SomMot_30,-0.135081218646656,0.0485992950534398,univariate,-0.0261777699070322,0.2951
Stern,scaled,LH_SomMot_30,-0.136750051598966,0.0574457139253711,multivariate,-0.0219190115369043,0.3361
Stern,scaled,LH_SomMot_30,-0.0256018742182331,0.0335920749986302,contrast,0.0042587583701279,0.775
Stern,scaled,LH_SomMot_31,-0.0526286904865772,0.0666954420041264,univariate,0.00414009365544077,0.5454
Stern,scaled,LH_SomMot_31,-0.113798146063702,0.0458011345461215,multivariate,-0.0279185808684047,0.2522
Stern,scaled,LH_SomMot_31,-0.0858096116495233,0.00889141187032679,contrast,-0.0320586745238455,0.181
Stern,scaled,LH_SomMot_32,-0.230115698812754,0.010892972544456,univariate,-0.0646735948991859,0.1168
Stern,scaled,LH_SomMot_32,-0.238827482384081,0.0212122140756196,multivariate,-0.0686258586101197,0.1329
Stern,scaled,LH_SomMot_32,-0.0428195979088843,0.031047888652887,contrast,-0.00395226371093382,0.8444
Stern,scaled,LH_SomMot_33,-0.204991275873626,0.0114921059111978,univariate,-0.0717449106866927,0.0775
Stern,scaled,LH_SomMot_33,-0.221270347644753,0.0359436764911975,multivariate,-0.0662525786672477,0.1466
Stern,scaled,LH_SomMot_33,-0.0302238393256754,0.0363744852474792,contrast,0.00549233201944505,0.723
Stern,scaled,LH_SomMot_34,-0.127075262044646,0.0752255549295827,univariate,-0.00817863054079143,0.4529
Stern,scaled,LH_SomMot_34,-0.099157939490485,0.11944538571345,multivariate,0.0271206279394604,0.6998
Stern,scaled,LH_SomMot_34,-0.00256962578065119,0.0714710509913102,contrast,0.0352992584802518,0.0631999999999999
Stern,scaled,LH_SomMot_35,-0.0965324651317189,0.0456009702377248,univariate,-0.00621142237794536,0.4502
Stern,scaled,LH_SomMot_35,-0.209741549131864,0.0275839511725186,multivariate,-0.0417554677137846,0.2395
Stern,scaled,LH_SomMot_35,-0.109365787659687,-0.00399657991234724,contrast,-0.0355440453358392,0.088
Stern,scaled,LH_SomMot_36,-0.127517272745133,0.0181295043587968,univariate,-0.0367100745639783,0.1452
Stern,scaled,LH_SomMot_36,-0.132137640786803,0.0354905324921309,multivariate,-0.0313681308272216,0.2336
Stern,scaled,LH_SomMot_36,-0.0447933234297191,0.0469475690577363,contrast,0.00534194373675673,0.7944
Stern,scaled,LH_SomMot_37,-0.133767070852469,0.0693732652861673,univariate,-0.00333210626369901,0.4959
Stern,scaled,LH_SomMot_37,-0.18261285008204,0.112087906089156,multivariate,0.00834834578589383,0.5723
Stern,scaled,LH_SomMot_37,-0.0726391866330071,0.0666963283689374,contrast,0.0116804520495928,0.6946
Stern,scaled,LH_DorsAttn_Post_1,-0.0440440468772183,0.0328313957990004,univariate,0.000157916513948975,0.5123
Stern,scaled,LH_DorsAttn_Post_1,-0.151037982879813,0.0233175340614202,multivariate,-0.0397599778934941,0.1767
Stern,scaled,LH_DorsAttn_Post_1,-0.113307414103626,0.0146805496173206,contrast,-0.039917894407443,0.2074
Stern,scaled,LH_DorsAttn_Post_2,-0.0705735062367695,0.012864030453226,univariate,-0.0188976836588742,0.1814
Stern,scaled,LH_DorsAttn_Post_2,-0.0790704803113879,0.0212187627910928,multivariate,-0.026057279345011,0.1653
Stern,scaled,LH_DorsAttn_Post_2,-0.0373582731782556,0.0280846972374016,contrast,-0.00715959568613683,0.654
Stern,scaled,LH_DorsAttn_Post_3,-0.281278385695907,-0.0299546935406715,univariate,-0.105788775978624,0.0084
Stern,scaled,LH_DorsAttn_Post_3,-0.263788981270696,0.0112455983581646,multivariate,-0.0829414172033921,0.0876
Stern,scaled,LH_DorsAttn_Post_3,-0.0122915008984968,0.060200562941067,contrast,0.0228473587752318,0.2268
Stern,scaled,LH_DorsAttn_Post_4,-0.080751902875993,0.0883385102700576,univariate,-0.00065096394743358,0.4901
Stern,scaled,LH_DorsAttn_Post_4,-0.105217840236144,0.101911325853786,multivariate,-0.00601838212465466,0.4472
Stern,scaled,LH_DorsAttn_Post_4,-0.0448658496066603,0.0314424809874301,contrast,-0.00536741817722108,0.798
Stern,scaled,LH_DorsAttn_Post_5,-0.235422002842142,0.0917759573222918,univariate,-0.0350200234949254,0.3449
Stern,scaled,LH_DorsAttn_Post_5,-0.257634424700839,0.118807044436881,multivariate,-0.03120404609036,0.3797
Stern,scaled,LH_DorsAttn_Post_5,-0.0356589539260688,0.0429936470724722,contrast,0.00381597740456541,0.8402
Stern,scaled,LH_DorsAttn_Post_6,-0.0854334641362078,0.123228213809967,univariate,0.0147974382221072,0.6122
Stern,scaled,LH_DorsAttn_Post_6,-0.0842745422019219,0.153201009075425,multivariate,0.0291204004275407,0.6818
Stern,scaled,LH_DorsAttn_Post_6,-0.0231465340390819,0.0571318597098584,contrast,0.0143229622054335,0.4926
Stern,scaled,LH_DorsAttn_Post_7,-0.157250566671085,-0.00630017220028842,univariate,-0.0657394822758469,0.0315
Stern,scaled,LH_DorsAttn_Post_7,-0.180758265091389,-0.0102803211316822,multivariate,-0.0856071748867976,0.0213
Stern,scaled,LH_DorsAttn_Post_7,-0.0650543729303971,0.029866490008936,contrast,-0.0198676926109507,0.41
Stern,scaled,LH_DorsAttn_Post_8,-0.0728127241466049,0.0486805113199572,univariate,-0.0139306612848213,0.3222
Stern,scaled,LH_DorsAttn_Post_8,-0.0688568554151415,0.0952937019579961,multivariate,0.0107877741193936,0.5922
Stern,scaled,LH_DorsAttn_Post_8,-0.00926264153205552,0.0857204537266774,contrast,0.0247184354042149,0.277
Stern,scaled,LH_DorsAttn_Post_9,-0.10583864084867,0.0249928240071648,univariate,-0.0248238369098198,0.2266
Stern,scaled,LH_DorsAttn_Post_9,-0.0679508089888688,0.0475211001808965,multivariate,-0.00318932249833792,0.4753
Stern,scaled,LH_DorsAttn_Post_9,-0.00641229262084985,0.0538962830751593,contrast,0.0216345144114818,0.1654
Stern,scaled,LH_DorsAttn_Post_10,-0.249757941480359,0.0574187497494353,univariate,-0.0427145776003002,0.282
Stern,scaled,LH_DorsAttn_Post_10,-0.246678127298876,0.0681028991700215,multivariate,-0.0407552511925844,0.3074
Stern,scaled,LH_DorsAttn_Post_10,-0.0292773274624549,0.0462936046145573,contrast,0.00195932640771579,0.9434
Stern,scaled,LH_DorsAttn_Post_11,-0.169916633628049,0.00971365761331665,univariate,-0.0720527252272037,0.0571
Stern,scaled,LH_DorsAttn_Post_11,-0.150078431939892,0.084737529518748,multivariate,-0.0413184158869473,0.2371
Stern,scaled,LH_DorsAttn_Post_11,-0.0154064524737401,0.0828592652865518,contrast,0.0307343093402564,0.2216
Stern,scaled,LH_DorsAttn_Post_12,-0.163308743080887,0.0390919565620117,univariate,-0.05306864141375,0.1587
Stern,scaled,LH_DorsAttn_Post_12,-0.132980050320678,0.0702459289867832,multivariate,-0.0361559445009793,0.2412
Stern,scaled,LH_DorsAttn_Post_12,-0.0205638130000285,0.0565863747628354,contrast,0.0169126969127707,0.3988
Stern,scaled,LH_DorsAttn_Post_13,-0.0890396757468959,0.0425799086526377,univariate,-0.0200081284430407,0.2763
Stern,scaled,LH_DorsAttn_Post_13,-0.0578894328972939,0.102761611773498,multivariate,0.00350908248426551,0.512
Stern,scaled,LH_DorsAttn_Post_13,-0.0125334845087867,0.0711582314611685,contrast,0.0235172109273062,0.2722
Stern,scaled,LH_DorsAttn_Post_14,-0.211688897886936,0.0207795113568539,univariate,-0.055831297240631,0.1467
Stern,scaled,LH_DorsAttn_Post_14,-0.239094876208299,0.0379115895245562,multivariate,-0.0486444292237016,0.2398
Stern,scaled,LH_DorsAttn_Post_14,-0.0382274686201558,0.0458396753963543,contrast,0.00718686801692936,0.7268
Stern,scaled,LH_DorsAttn_Post_15,-0.163582366702065,0.021811006424575,univariate,-0.0461896598752711,0.1496
Stern,scaled,LH_DorsAttn_Post_15,-0.1340132216322,0.0607834418525191,multivariate,-0.0270430434899087,0.2964
Stern,scaled,LH_DorsAttn_Post_15,-0.022068691637381,0.0680314270988842,contrast,0.0191466163853624,0.42
Stern,scaled,LH_DorsAttn_Post_16,-0.168976050365604,0.00534807474194952,univariate,-0.0587841435889195,0.0744
Stern,scaled,LH_DorsAttn_Post_16,-0.160794748317886,0.00708526233859483,multivariate,-0.0648810518340852,0.0606
Stern,scaled,LH_DorsAttn_Post_16,-0.0400511844554285,0.0316031261250407,contrast,-0.00609690824516573,0.7402
Stern,scaled,LH_DorsAttn_Post_17,-0.0819305553431683,0.198726724451145,univariate,-0.00225439150157791,0.4537
Stern,scaled,LH_DorsAttn_Post_17,-0.131702786383672,0.159522040609928,multivariate,-0.0337743276489669,0.2987
Stern,scaled,LH_DorsAttn_Post_17,-0.0755988568695126,0.0133167186628974,contrast,-0.031519936147389,0.1774
Stern,scaled,LH_DorsAttn_FEF_1,-0.179283242381471,0.025829978678167,univariate,-0.0520384000765763,0.1594
Stern,scaled,LH_DorsAttn_FEF_1,-0.121729446210598,0.0987364886094738,multivariate,0.000654562057904262,0.5122
Stern,scaled,LH_DorsAttn_FEF_1,0.00368945105773154,0.133792737365976,contrast,0.0526929621344806,0.089
Stern,scaled,LH_DorsAttn_FEF_2,-0.14670779977689,0.0284125496948744,univariate,-0.0370241860148323,0.2011
Stern,scaled,LH_DorsAttn_FEF_2,-0.150780334952937,0.0388212808203559,multivariate,-0.0428642649813965,0.1846
Stern,scaled,LH_DorsAttn_FEF_2,-0.0355304939806632,0.0246765541117732,contrast,-0.00584007896656416,0.7016
Stern,scaled,LH_DorsAttn_FEF_3,-0.0879124626309775,0.0498379707766395,univariate,-0.010711743236253,0.3891
Stern,scaled,LH_DorsAttn_FEF_3,-0.0829464824758723,0.0889248502364427,multivariate,0.0111768387875857,0.614
Stern,scaled,LH_DorsAttn_FEF_3,-0.0236712056358974,0.0774234756832168,contrast,0.0218885820238387,0.4074
Stern,scaled,LH_DorsAttn_FEF_4,-0.246260376762177,0.0145464140802683,univariate,-0.0688245055301714,0.1268
Stern,scaled,LH_DorsAttn_FEF_4,-0.242091477134148,0.0423825908707606,multivariate,-0.0532324066409021,0.2291
Stern,scaled,LH_DorsAttn_FEF_4,-0.00979669424362814,0.0429889884350382,contrast,0.0155920988892693,0.2396
Stern,scaled,LH_DorsAttn_PrCv_1,-0.116670006104161,0.0165787185557949,univariate,-0.0266032117384934,0.21
Stern,scaled,LH_DorsAttn_PrCv_1,-0.138874829761528,0.0319273873499495,multivariate,-0.0360552905865761,0.1987
Stern,scaled,LH_DorsAttn_PrCv_1,-0.0507315562897957,0.0285222086967657,contrast,-0.00945207884808272,0.645
Stern,scaled,LH_DorsAttn_PrCv_2,-0.142734884050341,0.0557652847404185,univariate,-0.0307832389736773,0.2782
Stern,scaled,LH_DorsAttn_PrCv_2,-0.146580558580067,0.0639457658579717,multivariate,-0.0316548658368561,0.2882
Stern,scaled,LH_DorsAttn_PrCv_2,-0.0364763740024914,0.025959812780138,contrast,-0.000871626863178793,0.9924
Stern,scaled,LH_SalVentAttn_ParOper_1,-0.0923099877238666,0.0676372983671398,univariate,-0.00693298541263848,0.4388
Stern,scaled,LH_SalVentAttn_ParOper_1,-0.0783862969086403,0.125722738547837,multivariate,0.0110574661863156,0.5646
Stern,scaled,LH_SalVentAttn_ParOper_1,-0.0174116142811484,0.0722203435593713,contrast,0.0179904515989541,0.4314
Stern,scaled,LH_SalVentAttn_ParOper_2,-0.328866793905352,-0.0383246801646115,univariate,-0.121381991004051,0.0048
Stern,scaled,LH_SalVentAttn_ParOper_2,-0.33362958837341,0.00941915193146415,multivariate,-0.0850823699538104,0.1189
Stern,scaled,LH_SalVentAttn_ParOper_2,-0.00706931312293486,0.0691052824116146,contrast,0.0362996210502404,0.0760000000000001
Stern,scaled,LH_SalVentAttn_ParOper_3,-0.0980048482445454,0.0783182387223005,univariate,-0.00850132284286192,0.4265
Stern,scaled,LH_SalVentAttn_ParOper_3,-0.136691503511623,0.0802388306935532,multivariate,-0.0238269450330161,0.3296
Stern,scaled,LH_SalVentAttn_ParOper_3,-0.0586645939391929,0.0197974318195824,contrast,-0.0153256221901542,0.4368
Stern,scaled,LH_SalVentAttn_ParOper_4,-0.108845338639397,0.041665314784484,univariate,-0.0178537118831917,0.3323
Stern,scaled,LH_SalVentAttn_ParOper_4,-0.133389318334467,0.0645999844150665,multivariate,-0.0121576943738656,0.4165
Stern,scaled,LH_SalVentAttn_ParOper_4,-0.0386550045195786,0.0371284396823909,contrast,0.00569601750932605,0.7356
Stern,scaled,LH_SalVentAttn_TempOcc_1,-0.104868113440336,0.03937171853412,univariate,-0.0241368832958669,0.26
Stern,scaled,LH_SalVentAttn_TempOcc_1,-0.142707443176644,0.0299635433525944,multivariate,-0.0391379002948893,0.1864
Stern,scaled,LH_SalVentAttn_TempOcc_1,-0.0528134764562119,0.0165902508174648,contrast,-0.0150010169990223,0.3974
Stern,scaled,LH_SalVentAttn_FrOperIns_1,0.0489113776745864,0.14949291625508,univariate,0.0894443220569369,0.9999
Stern,scaled,LH_SalVentAttn_FrOperIns_1,0.0359046235051339,0.228308516280607,multivariate,0.11999983123054,0.9951
Stern,scaled,LH_SalVentAttn_FrOperIns_1,-0.0286727760256796,0.10686489005972,contrast,0.0305555091736033,0.3888
Stern,scaled,LH_SalVentAttn_FrOperIns_2,-0.0218782705016434,0.0724570569869469,univariate,0.0183708173755772,0.7764
Stern,scaled,LH_SalVentAttn_FrOperIns_2,-0.0166495547453881,0.112659582845559,multivariate,0.0504698248221608,0.9315
Stern,scaled,LH_SalVentAttn_FrOperIns_2,-0.00438781208849079,0.0710322129917518,contrast,0.0320990074465835,0.1028
Stern,scaled,LH_SalVentAttn_FrOperIns_3,-0.0112187901392293,0.0590353049574164,univariate,0.0166644131872064,0.8244
Stern,scaled,LH_SalVentAttn_FrOperIns_3,-0.0223175118045063,0.0735782190123125,multivariate,0.0212744269382601,0.8054
Stern,scaled,LH_SalVentAttn_FrOperIns_3,-0.0228020081056386,0.0310738284701949,contrast,0.00461001375105372,0.7402
Stern,scaled,LH_SalVentAttn_FrOperIns_4,-0.0844552054782602,0.0268483861853296,univariate,-0.0232907879021155,0.215
Stern,scaled,LH_SalVentAttn_FrOperIns_4,-0.0919521766902745,0.0577781621550454,multivariate,-0.0133438430792256,0.3701
Stern,scaled,LH_SalVentAttn_FrOperIns_4,-0.0403192693703827,0.0575448886049767,contrast,0.00994694482288983,0.6904
Stern,scaled,LH_SalVentAttn_FrOperIns_5,-0.121036562663824,0.03051269062988,univariate,-0.0217718238895673,0.2941
Stern,scaled,LH_SalVentAttn_FrOperIns_5,-0.123304884020573,0.030587190650178,multivariate,-0.0260353302229278,0.2605
Stern,scaled,LH_SalVentAttn_FrOperIns_5,-0.0316942195127369,0.0237129912457992,contrast,-0.00426350633336053,0.771
Stern,scaled,LH_SalVentAttn_FrOperIns_6,-0.0379989734833396,0.106749518812161,univariate,0.0121964305490897,0.6169
Stern,scaled,LH_SalVentAttn_FrOperIns_6,-0.0590876637937323,0.115044312442624,multivariate,0.00971329111342678,0.5679
Stern,scaled,LH_SalVentAttn_FrOperIns_6,-0.0484712121588333,0.0397002462645983,contrast,-0.00248313943566292,0.9212
Stern,scaled,LH_SalVentAttn_FrOperIns_7,-0.111946448962911,0.0303357089290799,univariate,-0.0327672542888373,0.1793
Stern,scaled,LH_SalVentAttn_FrOperIns_7,-0.163574622980805,0.0217874240218762,multivariate,-0.0653594826406299,0.0883
Stern,scaled,LH_SalVentAttn_FrOperIns_7,-0.101597536551783,0.00891847352219354,contrast,-0.0325922283517926,0.2242
Stern,scaled,LH_SalVentAttn_FrOperIns_8,-0.0569653871600051,0.0634132809019604,univariate,-0.00686736446796185,0.4006
Stern,scaled,LH_SalVentAttn_FrOperIns_8,-0.107011844757058,0.0713111803497315,multivariate,-0.0286708295603403,0.2629
Stern,scaled,LH_SalVentAttn_FrOperIns_8,-0.0627022505315305,0.0173714821160877,contrast,-0.0218034650923784,0.2926
Stern,scaled,LH_SalVentAttn_FrOperIns_9,-0.035705411893374,0.0438192095159383,univariate,0.00132636044025544,0.5192
Stern,scaled,LH_SalVentAttn_FrOperIns_9,-0.0709504045697705,0.0543919543698622,multivariate,-0.00786190198408387,0.4013
Stern,scaled,LH_SalVentAttn_FrOperIns_9,-0.0489167363465714,0.0261744977612945,contrast,-0.00918826242433932,0.6516
Stern,scaled,LH_SalVentAttn_PFCl_1,-0.20285386067432,0.0457943188981446,univariate,-0.0328712272643458,0.3133
Stern,scaled,LH_SalVentAttn_PFCl_1,-0.217763436040375,0.0418015363524311,multivariate,-0.0449992250456082,0.2411
Stern,scaled,LH_SalVentAttn_PFCl_1,-0.0412232569228551,0.0169881003820094,contrast,-0.0121279977812624,0.412
Stern,scaled,LH_SalVentAttn_Med_1,-0.169671258362546,0.0154541606597518,univariate,-0.0456875715385109,0.1523
Stern,scaled,LH_SalVentAttn_Med_1,-0.135050254760114,0.0464199973526524,multivariate,-0.0250240583353735,0.3063
Stern,scaled,LH_SalVentAttn_Med_1,-0.0220309789404631,0.0674745682339668,contrast,0.0206635132031375,0.3786
Stern,scaled,LH_SalVentAttn_Med_2,-0.0897034753113717,0.0261312668279399,univariate,-0.0286117488788785,0.1717
Stern,scaled,LH_SalVentAttn_Med_2,-0.113903351474772,0.0310382806166713,multivariate,-0.0288694636525104,0.2157
Stern,scaled,LH_SalVentAttn_Med_2,-0.0396937484149022,0.0340228553522972,contrast,-0.000257714773631901,0.9952
Stern,scaled,LH_SalVentAttn_Med_3,-0.138802595504126,0.0243668487020094,univariate,-0.0329874809279161,0.2053
Stern,scaled,LH_SalVentAttn_Med_3,-0.152795109514324,0.0280236571706814,multivariate,-0.0430117616513636,0.1689
Stern,scaled,LH_SalVentAttn_Med_3,-0.048270946564713,0.0326941172604707,contrast,-0.0100242807234475,0.6244
Stern,scaled,LH_SalVentAttn_Med_4,-0.0790591459514368,0.0546627131621212,univariate,-0.00603854517355612,0.433
Stern,scaled,LH_SalVentAttn_Med_4,-0.0727106271686412,0.0810280520626996,multivariate,0.01322401591131,0.649
Stern,scaled,LH_SalVentAttn_Med_4,-0.014259747677474,0.057659239023942,contrast,0.0192625610848661,0.2802
Stern,scaled,LH_SalVentAttn_Med_5,-0.162634169501023,0.0285768336895067,univariate,-0.0464953327598191,0.1619
Stern,scaled,LH_SalVentAttn_Med_5,-0.151072873921425,0.0560588606916791,multivariate,-0.0263078683801404,0.3178
Stern,scaled,LH_SalVentAttn_Med_5,-0.0224702296032143,0.0729777087358381,contrast,0.0201874643796787,0.42
Stern,scaled,LH_SalVentAttn_Med_6,-0.120173614299437,0.0498972958643686,univariate,-0.0314119887843804,0.2407
Stern,scaled,LH_SalVentAttn_Med_6,-0.105322996721659,0.0971017639680512,multivariate,-0.00414720243104039,0.4653
Stern,scaled,LH_SalVentAttn_Med_6,-0.0136300243559055,0.0725843201531051,contrast,0.02726478635334,0.2072
Stern,scaled,LH_SalVentAttn_Med_7,-0.138997972501257,0.0293721717174341,univariate,-0.0277719771596643,0.2677
Stern,scaled,LH_SalVentAttn_Med_7,-0.224316822416015,-0.00807822522573331,multivariate,-0.0778393471318901,0.0439
Stern,scaled,LH_SalVentAttn_Med_7,-0.0966224032435856,-0.0115980298511532,contrast,-0.0500673699722258,0.0192
Stern,scaled,LH_Limbic_OFC_1,-0.0346906082909783,0.0313369596794795,univariate,-0.00086628319198695,0.475
Stern,scaled,LH_Limbic_OFC_1,-0.0569105226367263,0.0304360053369953,multivariate,-0.0140831683814635,0.2685
Stern,scaled,LH_Limbic_OFC_1,-0.0474867344804638,0.0236275099332915,contrast,-0.0132168851894766,0.4724
Stern,scaled,LH_Limbic_OFC_2,-0.0882404841384769,0.0188211424336805,univariate,-0.0192629983470607,0.2336
Stern,scaled,LH_Limbic_OFC_2,-0.0923489991085357,0.0288728949546331,multivariate,-0.018045016590047,0.2872
Stern,scaled,LH_Limbic_OFC_2,-0.0395278645015743,0.0430808970785386,contrast,0.00121798175701371,0.9584
